20,165,44,165,44,187,20,187,
1739,200,1840,200,1840,243,1739,243,
97,240,691,240,691,290,97,290,
1145,240,1434,240,1434,264,1145,264,
179,296,644,296,644,338,179,338,
1143,296,1358,296,1358,329,1143,329,
1145,341,1483,341,1483,374,1145,374,
151,341,612,341,612,402,151,402,
1751,411,1804,411,1804,456,1751,456,
622,411,1175,411,1175,454,622,454,
1334,411,1579,411,1579,456,1334,456,
217,451,516,451,516,490,217,490,
1181,451,1312,451,1312,483,1181,483,
270,510,427,510,427,544,270,544,
436,510,664,510,664,540,436,540,
1179,510,1269,510,1269,540,1179,540,
219,547,720,547,720,585,219,585,
995,547,1370,547,1370,574,995,574,
213,592,1441,592,1441,633,213,633,
213,637,1507,637,1507,683,213,683,
390,683,1556,683,1556,728,390,728,
389,728,699,728,699,763,389,763,
216,763,577,763,577,797,216,797,
231,829,300,829,300,855,231,855,
1285,829,1360,829,1360,854,1285,854,
1428,829,1564,829,1564,866,1428,866,
608,829,960,829,960,870,608,870,
329,885,840,885,840,928,329,928,
276,885,284,885,284,909,276,909,
1290,885,1360,885,1360,912,1290,912,
1465,885,1523,885,1523,916,1465,916,
327,933,818,933,818,967,327,967,
332,968,913,968,913,1005,332,1005,
264,968,281,968,281,994,264,994,
1290,968,1361,968,1361,997,1290,997,
1478,968,1518,968,1518,1000,1478,1000,
327,1011,570,1011,570,1043,327,1043,
324,1045,840,1045,840,1088,324,1088,
264,1045,281,1045,281,1071,264,1071,
1293,1045,1364,1045,1364,1072,1293,1072,
1481,1045,1522,1045,1522,1077,1481,1077,
325,1088,687,1088,687,1131,325,1131,
328,1131,885,1131,885,1172,328,1172,
1481,1131,1522,1131,1522,1163,1481,1163,
1295,1131,1366,1131,1366,1158,1295,1158,
263,1131,278,1131,278,1154,263,1154,
314,1172,687,1172,687,1210,314,1210,
203,1219,482,1219,482,1251,203,1251,
193,1261,985,1261,985,1315,193,1315,
1140,1317,1557,1317,1557,1353,1140,1353,
275,1360,401,1360,401,1405,275,1405,
563,1360,698,1360,698,1390,563,1390,
850,1360,1033,1360,1033,1398,850,1398,
1257,1360,1447,1360,1447,1388,1257,1388,
1189,1405,1506,1405,1506,1443,1189,1443,
783,1405,1096,1405,1096,1435,783,1435,
868,1482,973,1482,973,1538,868,1538,
1336,1482,1482,1482,1482,1567,1336,1567,
870,1538,952,1538,952,1605,870,1605,
773,1630,1119,1630,1119,1750,773,1750,
1223,1630,1480,1630,1480,1671,1223,1671,
150,2328,1201,2328,1201,2375,150,2375,
